hotel,is_canceled,lead_time,adults,is_repeated_guest,previous_cancellations,required_car_parking_spaces,total_of_special_requests
1,0,3,2,0,0,1,1
1,0,9,3,0,0,0,1
1,0,19,2,0,0,0,2
1,0,25,2,0,0,0,0
1,0,108,2,0,0,1,2
1,1,37,2,0,0,0,0
1,0,45,2,0,0,0,0
1,0,64,2,0,0,1,1
1,0,44,2,0,0,0,0
1,0,26,2,0,0,1,0
1,1,96,2,0,0,0,0
1,1,123,2,0,0,0,2
1,1,42,2,0,0,0,0
1,0,59,2,0,0,0,0
1,0,28,2,0,0,0,1
1,0,106,2,0,0,0,2
1,0,1,2,0,0,0,1
1,0,0,2,0,0,0,0
1,0,4,1,0,0,0,0
1,0,3,1,0,0,0,1
1,0,73,2,0,0,0,2
1,0,44,2,0,0,1,0
1,0,95,2,0,0,1,0
1,0,94,2,0,0,0,1
1,1,40,2,0,0,0,2
1,0,64,2,0,0,0,1
1,0,64,2,0,0,0,1
1,0,94,2,0,0,0,1
1,0,57,2,0,0,0,1
1,1,60,2,0,0,0,0
1,0,57,2,0,0,0,1
1,0,87,2,0,0,0,0
1,0,0,2,0,0,0,0
1,0,0,2,0,0,1,0
1,0,6,2,0,0,0,0
1,0,0,2,0,0,0,0
1,0,19,2,0,0,1,1
1,0,4,2,0,0,1,2
1,1,59,2,0,0,0,0
1,0,44,2,0,0,0,0
1,1,37,2,0,0,0,0
1,0,66,2,0,0,0,1
1,1,38,1,0,0,0,0
1,1,62,2,0,0,0,1
1,0,41,2,0,0,0,1
1,1,60,2,0,0,0,0
1,0,104,2,0,0,0,1
1,1,62,2,0,0,0,1
1,0,117,2,0,0,0,2
1,1,31,2,0,0,0,0
1,0,34,2,0,0,0,0
1,0,47,2,0,0,0,1
1,1,24,2,0,0,0,0
1,1,104,2,0,0,0,2
1,0,104,2,0,0,0,1
1,0,32,2,0,0,0,0
1,1,47,2,0,0,0,0
1,0,29,2,0,0,0,0
1,0,30,2,0,0,0,2
1,0,123,2,0,0,0,1
1,0,14,1,0,0,0,0
1,1,118,2,0,0,0,2
1,0,0,1,0,0,0,0
1,0,0,2,0,0,0,1
1,0,79,2,0,0,0,3
1,0,63,2,0,0,0,0
1,0,68,2,0,0,1,2
1,0,96,2,0,0,1,0
1,1,41,2,0,0,0,1
1,0,46,2,0,0,0,0
1,1,41,2,0,0,0,1
1,1,60,2,0,0,0,0
1,0,41,2,0,0,0,0
1,1,69,2,0,0,0,0
1,1,41,2,0,0,0,1
1,0,52,2,0,0,0,0
1,1,41,2,0,0,0,1
1,0,89,2,0,0,0,1
1,1,28,2,0,0,0,0
1,0,65,2,0,0,0,0
1,0,82,2,0,0,0,3
1,0,42,2,0,0,0,0
1,0,62,2,0,0,0,1
1,1,86,2,0,0,0,1
1,1,118,2,0,0,0,1
1,0,28,2,0,0,0,1
1,1,52,2,0,0,0,0
1,1,49,2,0,0,0,0
1,0,39,2,0,0,0,1
1,0,39,2,0,0,0,1
1,0,39,2,0,0,0,1
1,1,7,2,0,0,0,0
1,1,7,2,0,0,0,0
1,1,42,2,0,0,0,0
1,0,5,1,0,0,0,0
1,1,81,2,0,0,0,2
1,1,63,2,0,0,0,0
1,0,61,2,0,0,0,0
1,0,8,3,0,0,1,0
1,0,89,3,0,0,1,1
1,0,57,2,0,0,0,0
1,0,102,3,0,0,0,1
1,0,108,2,0,0,0,1
1,0,28,2,0,0,0,1
1,0,29,2,0,0,0,1
1,0,0,2,0,0,1,0
1,1,96,2,0,0,0,1
1,1,44,2,0,0,0,1
1,0,44,2,0,0,0,1
1,1,44,2,0,0,0,1
1,1,44,2,0,0,0,1
1,1,41,2,0,0,0,0
1,0,16,2,0,0,0,0
1,0,73,2,0,0,0,1
1,0,3,2,0,0,1,1
1,0,0,2,0,0,0,0
1,1,55,1,0,0,0,0
1,0,33,2,0,0,1,1
1,1,19,2,0,0,0,0
1,1,55,2,0,0,0,0
1,0,33,2,0,0,0,1
1,1,19,2,0,0,0,0
1,1,19,2,0,0,0,0
1,0,117,2,0,0,1,0
1,1,72,2,0,0,0,0
1,1,19,2,0,0,0,0
1,0,34,3,0,0,1,1
1,0,9,2,0,0,0,2
1,0,8,2,0,0,0,2
1,1,36,2,0,0,0,0
1,0,22,2,0,0,0,2
1,0,22,2,0,0,0,2
1,0,22,2,0,0,0,2
1,0,36,2,0,0,0,0
1,0,22,2,0,0,0,2
1,1,22,2,0,0,0,2
1,0,18,2,0,0,0,0
1,0,8,2,0,0,0,2
1,1,67,2,0,0,0,1
1,1,105,2,0,0,0,0
1,0,1,3,0,0,0,0
1,1,67,2,0,0,0,1
1,0,39,2,0,0,0,0
1,1,45,2,0,0,0,0
1,1,45,2,0,0,0,0
1,0,14,2,0,0,1,1
1,1,53,2,0,0,0,0
1,0,28,2,0,0,0,0
1,0,55,2,0,0,0,1
1,0,55,2,0,0,0,1
1,0,25,2,0,0,0,0
1,1,43,2,0,0,0,1
1,1,109,2,0,0,0,2
1,1,62,2,0,0,0,0
1,0,25,2,0,0,0,2
1,0,43,2,0,0,0,0
1,0,35,2,0,0,0,0
1,1,42,2,0,0,0,0
1,1,312,3,0,0,0,1
1,0,30,2,0,0,0,0
1,0,47,2,0,0,0,0
1,0,40,2,0,0,0,0
1,0,11,2,0,0,0,0
1,0,39,2,0,0,0,0
1,1,39,2,0,0,0,0
1,0,1,2,0,0,0,0
1,1,12,2,0,0,0,2
1,1,16,2,0,0,0,1
1,1,16,2,0,0,0,0
1,0,12,2,0,0,0,1
1,0,51,2,0,0,0,0
1,0,67,2,0,0,0,1
1,0,52,2,0,0,0,2
1,0,25,2,0,0,0,2
1,0,94,2,0,0,1,1
1,1,54,2,0,0,0,0
1,0,33,2,0,0,0,1
1,0,47,2,0,0,0,0
1,0,43,2,0,0,0,0
1,1,87,2,0,0,0,3
1,0,54,2,0,0,0,0
1,0,32,2,0,0,1,0
1,1,29,2,0,0,0,1
1,1,96,2,0,0,0,1
1,1,100,2,0,0,0,0
1,0,54,2,0,0,0,0
1,0,75,2,0,0,0,1
1,0,31,2,0,0,1,0
1,1,25,1,0,0,0,0
1,0,61,3,0,0,1,0
1,0,60,2,0,0,0,1
1,1,31,2,0,0,0,1
1,1,107,1,0,0,0,2
1,1,31,2,0,0,0,1
1,0,115,2,0,0,0,2
1,0,59,2,0,0,0,1
1,1,85,2,0,0,0,0
1,0,0,2,0,0,0,0
1,1,299,2,0,0,0,1
1,0,50,3,0,0,1,0
1,1,50,2,0,0,0,0
1,1,88,2,0,0,0,1
1,1,116,2,0,0,0,1
1,0,47,2,0,0,0,0
1,0,48,2,0,0,0,3
1,1,54,2,0,0,0,2
1,1,33,2,0,0,0,0
1,0,73,3,0,0,0,1
1,1,54,2,0,0,0,2
1,1,33,2,0,0,0,0
1,0,38,2,0,0,0,0
1,0,34,2,0,0,0,0
1,0,130,2,0,0,0,1
1,1,39,2,0,0,0,1
1,1,39,2,0,0,0,1
1,0,45,2,0,0,0,0
1,0,31,2,0,0,0,0
1,1,48,2,0,0,0,1
1,0,59,2,0,0,1,0
1,1,48,2,0,0,0,1
1,1,48,1,0,0,0,1
1,1,48,2,0,0,0,1
1,0,48,2,0,0,1,0
1,0,96,2,0,0,0,2
1,0,51,2,0,0,0,0
1,0,96,2,0,0,1,2
1,1,41,2,0,0,0,0
1,0,6,2,0,0,0,2
1,0,27,2,0,0,0,0
1,0,28,2,0,0,0,0
1,0,30,2,0,0,0,1
1,0,45,2,0,0,1,2
1,0,52,2,0,0,0,2
1,0,31,2,0,0,0,0
1,1,74,2,0,0,0,1
1,0,31,2,0,0,0,0
1,1,87,2,0,0,0,2
1,0,48,2,0,0,0,0
1,1,41,2,0,0,0,0
1,0,35,2,0,0,0,0
1,0,28,2,0,0,1,0
1,0,77,2,0,0,0,1
1,1,33,2,0,0,0,0
1,0,30,2,0,0,0,0
1,1,34,2,0,0,0,0
1,1,298,3,0,0,0,1
1,0,35,2,0,0,1,1
1,0,40,2,0,0,0,0
1,1,101,2,0,0,0,2
1,1,101,2,0,0,0,2
1,1,101,2,0,0,0,2
1,1,101,2,0,0,0,2
1,0,38,2,0,0,0,0
1,0,76,2,0,0,0,1
1,0,70,2,0,0,0,1
1,0,70,2,0,0,0,1
1,0,68,2,0,0,1,1
1,1,63,2,0,0,0,0
1,1,11,2,0,0,0,0
1,0,32,2,0,0,0,1
1,0,29,2,0,0,0,1
1,0,47,2,0,0,0,2
1,0,50,2,0,0,0,1
1,1,29,2,0,0,0,2
1,0,36,2,0,0,0,0
1,0,49,2,0,0,0,1
1,1,70,2,0,0,0,0
1,0,110,2,0,0,0,1
1,0,8,2,0,0,0,0
1,1,119,2,0,0,0,1
1,0,30,2,0,0,1,2
1,1,29,2,0,0,0,1
1,0,71,2,0,0,0,0
1,1,37,2,0,0,0,1
1,1,40,3,0,0,0,0
1,0,37,2,0,0,0,1
1,0,0,2,0,0,0,0
1,1,37,2,0,0,0,1
1,0,37,2,0,0,0,1
1,0,97,2,0,0,0,2
1,1,71,2,0,0,0,0
1,1,118,2,0,0,0,2
1,0,102,2,0,0,0,1
1,1,54,2,0,0,0,0
1,1,58,2,0,0,0,0
1,0,34,2,0,0,0,1
1,1,105,2,0,0,0,0
1,1,47,2,0,0,0,1
1,1,15,2,0,0,0,3
1,0,37,1,0,0,0,0
1,1,0,1,0,0,0,0
1,1,8,2,0,0,0,1
1,0,17,2,0,0,0,1
1,0,3,3,0,0,0,2
1,1,30,2,0,0,0,2
1,1,31,2,0,0,0,2
1,1,66,2,0,0,0,0
1,0,52,2,0,0,1,0
1,0,20,2,0,0,0,1
1,1,30,2,0,0,0,2
1,1,31,2,0,0,0,2
1,1,62,2,0,0,0,0
1,1,65,2,0,0,0,0
1,1,64,2,0,0,0,0
1,0,77,2,0,0,1,3
1,0,75,2,0,0,0,1
1,0,75,2,0,0,0,1
1,1,62,2,0,0,0,0
1,0,42,1,0,0,0,0
1,0,46,2,0,0,1,0
1,0,0,2,0,0,0,0
1,1,25,2,0,0,0,2
1,1,16,2,0,0,0,3
1,1,16,2,0,0,0,3
1,0,16,1,0,0,0,1
1,1,4,2,0,0,0,3
1,0,4,2,0,0,0,2
1,1,25,2,0,0,0,0
1,1,83,2,0,0,0,1
1,0,4,2,0,0,1,2
1,1,56,2,0,0,0,0
1,1,32,2,0,0,0,2
1,0,32,2,0,0,0,0
1,0,0,2,0,0,0,1
1,1,18,2,0,0,0,1
1,1,23,2,0,0,0,0
1,1,39,2,0,0,0,1
1,1,18,2,0,0,0,1
1,1,18,2,0,0,0,3
1,1,23,2,0,0,0,1
1,0,286,1,0,0,0,0
1,0,72,2,0,0,1,0
1,1,136,2,0,0,0,0
1,0,58,1,0,0,0,0
1,0,80,2,0,0,1,1
1,0,113,2,0,0,0,0
1,0,129,2,0,0,0,0
1,1,84,2,0,0,0,0
1,1,84,2,0,0,0,0
1,1,89,2,0,0,0,0
1,1,10,2,0,0,0,0
1,1,80,2,0,0,0,2
1,1,10,2,0,0,0,0
1,1,10,2,0,0,0,0
1,1,24,2,0,0,0,1
1,0,1,2,0,0,0,2
1,1,9,2,0,0,0,2
1,1,3,2,0,0,0,1
1,0,3,2,0,0,0,2
1,1,124,2,0,0,0,1
1,1,74,2,0,0,0,0
1,1,82,2,0,0,0,0
1,1,91,2,0,0,0,2
1,1,77,2,0,0,0,0
1,1,130,2,0,0,0,2
1,1,91,2,0,0,0,3
1,0,79,3,0,0,1,4
1,1,130,2,0,0,0,0
1,0,66,2,0,0,0,0
1,1,53,2,0,0,0,0
1,1,80,2,0,0,0,1
1,1,77,2,0,0,0,3
